Item Identifier,Item Weight,Item Fat Content,Item Visibility,Item Type,Outlet Identifier,Outlet Establishment Year,Outlet Size,Outlet Location Type,Outlet Type,Sales,Rating,Order Date
FDN46,,Low Fat,0.0,Frozen Foods,OUT035,2004,Small,Tier 2,Supermarket Type1,1825.6035,4.0,2023-02-20
NCF31,,Low Fat ,0.149282,Household,OUT010,1998,,Tier 3,Grocery Store,2158.3888,3.924,2023-04-03
FDQ23,11.436,LF,0.08614,Breads,OUT013,1987,High,Tier 3,Supermarket Type1,4325.2154,4.3,2023-05-31
DRE26,11.039,Low Fat,0.081133,Soft Drinks,OUT045,2002,,Tier 2,Supermarket Type1,2316.3368,3.1,2022-09-23
NCD10,6.994,LF,0.096356,Household,OUT046,1997,Small,Tier 1,Supermarket Type1,1976.107,4.1,2022-08-07
NCN41,5.875,Low Fat ,0.085667,Household,OUT013,1987,High,Tier 3,Supermarket Type1,10926.0326,4.4,2022-12-05
FDC52,,Low Fat,0.146365,Baking Goods,OUT019,1985,Small,Tier 1,Grocery Store,1634.0697,4.3,2023-08-05
FDG59,8.076,Regular,0.021467,Fruits and Vegetables,OUT035,2004,Small,Tier 2,Supermarket Type1,1640.8751,3.772,2023-11-15
FDX30,10.772, Regular,0.047731,Dairy,OUT045,2002,,Tier 2,Supermarket Type1,1062.64,3.7,2023-02-22
DRY51,17.604,Regular,0.167284,Soft Drinks,OUT049,1999,Medium,Tier 1,Supermarket Type1,612.2933,3.3,2023-07-01
DRR52,19.645,Low Fat ,0.043369,Hard Drinks,OUT017,2007,,Tier 2,Supermarket Type1,900.5168,4.3,2022-10-29
NCM51,5.408,low fat,0.034748,Household,OUT035,2004,Small,Tier 2,Supermarket Type1,2019.6253,3.8,2023-01-27
FDF42,16.398,Regular,0.11248,Snack Foods,OUT017,2007,,Tier 2,Supermarket Type1,2166.2726,4.4,2022-04-07
FDY29,18.283,reg,0.052262,Snack Foods,OUT013,1987,High,Tier 3,Supermarket Type1,3647.8022,3.8,2022-11-22
DRB48,20.082,LF,0.028361,Soft Drinks,OUT049,1999,Medium,Tier 1,Supermarket Type1,2275.0356,4.0,2023-09-04
FDU12,19.02, Regular,0.123329,Canned,OUT017,2007,,Tier 2,Supermarket Type1,1827.6859,4.4,2022-02-10
FDU36,20.347,Low Fat,0.072598,Canned,OUT019,1985,Small,Tier 1,Grocery Store,1374.7798,3.8,2023-12-27
FDG51,14.009,LF,0.05764,Dairy,OUT045,2002,,Tier 2,Supermarket Type1,3024.8932,3.6,2022-03-09
NCK48,10.251,low fat,0.058943,Health and Hygiene,OUT018,2009,Medium,Tier 3,Supermarket Type2,1073.4792,4.5,2022-10-18
FDB18,13.882,Regular,0.07034,Canned,OUT027,1985,Medium,Tier 3,Supermarket Type3,3626.8803,4.5,2022-12-02
FDR55,5.31, Regular,0.031828,Fruits and Vegetables,OUT019,1985,Small,Tier 1,Grocery Store,1739.1898,4.5,2022-11-09
FDS44,,Regular,0.023161,Canned,OUT049,1999,Medium,Tier 1,Supermarket Type1,4633.28,4.1,2023-02-02
FDW29,14.51,Regular,0.0,Dairy,OUT019,1985,Small,Tier 1,Grocery Store,417.7983,4.3,2023-12-26
FDF37,4.668,low fat,0.025997,Fruits and Vegetables,OUT013,1987,High,Tier 3,Supermarket Type1,5700.6126,4.3,2022-05-11
FDK32,8.37,LF,0.016346,Canned,OUT019,1985,Small,Tier 1,Grocery Store,752.2567,3.9,2022-03-11
FDU45,20.12,low fat,0.03944,Dairy,OUT018,2009,Medium,Tier 3,Supermarket Type2,4145.9555,4.4,2022-03-13
FDV18,8.986,LF,0.013672,Fruits and Vegetables,OUT018,2009,Medium,Tier 3,Supermarket Type2,1707.35,4.2,2022-03-27
FDM48,,Regular,0.145255,Dairy,OUT049,1999,Medium,Tier 1,Supermarket Type1,1357.8684,4.4,2022-06-12
FDS13,19.828, Regular,0.027134,Meat,OUT027,1985,Medium,Tier 3,Supermarket Type3,10123.2033,3.9,2023-04-12
NCA56,,Low Fat,0.041908,Household,OUT013,1987,High,Tier 3,Supermarket Type1,682.0414,4.1,2022-03-05
NCP36,12.717,LF,0.038018,Household,OUT017,2007,,Tier 2,Supermarket Type1,1380.5733,4.1,2022-10-04
NCA26,14.675,low fat,0.040653,Health and Hygiene,OUT018,2009,Medium,Tier 3,Supermarket Type2,1954.0871,4.2,2022-08-12
FDA50,17.939,Regular,0.197841,Snack Foods,OUT013,1987,High,Tier 3,Supermarket Type1,2457.3113,4.1,2022-11-10
NCA40,,Low Fat,0.050151,Household,OUT045,2002,,Tier 2,Supermarket Type1,4896.5496,4.3,2022-10-09
FDP56,8.522, Regular,0.159789,Frozen Foods,OUT013,1987,High,Tier 3,Supermarket Type1,2542.3724,3.7,2023-02-28
FDK55,20.937,Low Fat,0.06554,Starchy Foods,OUT035,2004,Small,Tier 2,Supermarket Type1,1906.2967,4.6,2022-02-12
NCH25,18.184,Low Fat ,0.03306,Household,OUT046,1997,Small,Tier 1,Supermarket Type1,3664.1197,4.4,2023-05-26
FDH50,13.429,LF,0.024502,Frozen Foods,OUT049,1999,Medium,Tier 1,Supermarket Type1,1299.5943,4.0,2023-04-19
NCJ56,5.504,LF,0.0,Household,OUT013,1987,High,Tier 3,Supermarket Type1,2913.9767,3.9,2023-09-07
NCK30,7.759,low fat,0.068687,Household,OUT049,1999,Medium,Tier 1,Supermarket Type1,1908.7778,4.1,2023-11-12
FDF33,20.83,Regular,0.073934,Baking Goods,OUT017,2007,,Tier 2,Supermarket Type1,2269.4664,4.2,2023-09-04
FDD19,10.919,Regular,0.062674,Canned,OUT035,2004,Small,Tier 2,Supermarket Type1,4408.9704,4.3,2023-12-22
FDQ15,20.834,Low Fat ,0.023776,Snack Foods,OUT017,2007,,Tier 2,Supermarket Type1,1881.8898,3.777,2022-08-05
FDY10,17.266,low fat,0.051523,Fruits and Vegetables,OUT017,2007,,Tier 2,Supermarket Type1,1759.2499,4.1,2023-11-05
FDA36,7.569, Regular,0.131223,Frozen Foods,OUT049,1999,Medium,Tier 1,Supermarket Type1,2770.2833,4.4,2022-03-07
NCW55,17.621,Low Fat ,0.02796,Health and Hygiene,OUT027,1985,Medium,Tier 3,Supermarket Type3,2328.2275,3.6,2022-07-26
FDN44,20.859,low fat,0.033553,Fruits and Vegetables,OUT018,2009,Medium,Tier 3,Supermarket Type2,5646.8448,3.7,2023-07-22
FDJ26,13.546,reg,0.201333,Fruits and Vegetables,OUT018,2009,Medium,Tier 3,Supermarket Type2,7318.9324,4.2,2023-07-04
FDK51,10.991,Low Fat,0.034955,Dairy,OUT049,1999,Medium,Tier 1,Supermarket Type1,4604.4561,4.0,2022-06-20
DRR52,19.645,low fat,0.06507,Hard Drinks,OUT035,2004,Small,Tier 2,Supermarket Type1,2885.7735,3.289,2023-08-10
NCD10,,low fat,0.045188,Household,OUT035,2004,Small,Tier 2,Supermarket Type1,1074.6421,3.9,2023-12-30
FDA57,9.997, Regular,0.026984,Meat,OUT049,1999,Medium,Tier 1,Supermarket Type1,9104.4161,4.5,2023-10-21
NCM46,5.474,low fat,0.045275,Others,OUT049,1999,Medium,Tier 1,Supermarket Type1,3491.4224,4.0,2022-08-28
FDX48,,low fat,0.052585,Dairy,OUT018,2009,Medium,Tier 3,Supermarket Type2,1119.7508,4.3,2023-01-31
FDA29,13.657, Regular,0.044849,Meat,OUT045,2002,,Tier 2,Supermarket Type1,1887.0885,4.336,2022-10-28
FDA25,,low fat,0.0,Fruits and Vegetables,OUT035,2004,Small,Tier 2,Supermarket Type1,1219.0486,3.8,2023-06-13
FDB42,5.566,reg,0.043466,Frozen Foods,OUT018,2009,Medium,Tier 3,Supermarket Type2,768.2975,3.8,2023-08-18
FDS24,7.131,Low Fat ,0.092661,Fruits and Vegetables,OUT013,1987,High,Tier 3,Supermarket Type1,5047.2342,3.8,2023-02-07
FDA50,17.939,Regular,0.076896,Snack Foods,OUT019,1985,Small,Tier 1,Grocery Store,403.8104,3.9,2023-12-19
NCR53,,Low Fat ,0.069055,Health and Hygiene,OUT027,1985,Medium,Tier 3,Supermarket Type3,5902.3417,4.7,2022-10-15
FDM28,4.921,reg,0.058545,Meat,OUT013,1987,High,Tier 3,Supermarket Type1,2631.0811,4.4,2022-02-15
FDA48,13.517,LF,0.096697,Snack Foods,OUT035,2004,Small,Tier 2,Supermarket Type1,3622.4051,4.6,2023-07-25
NCA43,4.564,LF,0.024831,Others,OUT018,2009,Medium,Tier 3,Supermarket Type2,1415.2235,3.9,2023-08-22
FDJ41,4.834,LF,0.049604,Snack Foods,OUT035,2004,Small,Tier 2,Supermarket Type1,1649.7838,3.9,2023-08-03
FDP44,9.515,reg,0.050186,Fruits and Vegetables,OUT035,2004,Small,Tier 2,Supermarket Type1,3081.3339,4.3,2023-10-18
FDY53,13.553,low fat,0.10454,Frozen Foods,OUT049,1999,Medium,Tier 1,Supermarket Type1,2374.6054,4.2,2022-11-21
FDF38,15.633,Low Fat ,0.033563,Frozen Foods,OUT035,2004,Small,Tier 2,Supermarket Type1,10403.6681,3.7,2023-01-28
FDU10,10.801,Low Fat,0.046605,Frozen Foods,OUT018,2009,Medium,Tier 3,Supermarket Type2,4160.443,4.9,2022-04-10
FDW24,17.997,Low Fat ,0.045533,Frozen Foods,OUT046,1997,Small,Tier 1,Supermarket Type1,2630.7533,4.3,2022-02-28
FDE59,20.845,LF,0.0,Seafood,OUT027,1985,Medium,Tier 3,Supermarket Type3,4993.8364,3.9,2022-07-12
FDS27,20.851,Low Fat,0.041782,Meat,OUT010,1998,,Tier 3,Grocery Store,1474.3439,4.3,2022-08-27
FDQ46,6.202,Low Fat ,0.060153,Baking Goods,OUT035,2004,Small,Tier 2,Supermarket Type1,2921.7022,4.4,2022-12-25
FDA15,,Regular,0.089307,Starchy Foods,OUT046,1997,Small,Tier 1,Supermarket Type1,3588.6821,3.5,2022-09-09
FDD27,19.047, Regular,0.059413,Baking Goods,OUT017,2007,,Tier 2,Supermarket Type1,542.6375,3.5,2022-03-02
FDU11,,Low Fat ,0.079931,Breads,OUT049,1999,Medium,Tier 1,Supermarket Type1,2553.2007,4.0,2023-11-22
NCB51,7.71,Low Fat ,0.101613,Household,OUT018,2009,Medium,Tier 3,Supermarket Type2,1822.5398,4.2,2022-09-28
FDV20,,Low Fat ,0.047049,Frozen Foods,OUT049,1999,Medium,Tier 1,Supermarket Type1,2110.0549,3.7,2023-10-22
FDX59,10.438,Low Fat ,0.173959,Seafood,OUT017,2007,,Tier 2,Supermarket Type1,1862.3572,4.3,2022-06-10
FDQ16,13.135,reg,0.066885,Baking Goods,OUT045,2002,,Tier 2,Supermarket Type1,1261.691,3.4,2023-09-28
FDJ19,15.129,Regular,0.0,Snack Foods,OUT027,1985,Medium,Tier 3,Supermarket Type3,2737.243,3.603,2022-10-18
FDN38,20.195,Low Fat,0.030753,Canned,OUT013,1987,High,Tier 3,Supermarket Type1,3973.8652,4.4,2023-02-17
FDQ25,12.996,Low Fat,0.0,Baking Goods,OUT018,2009,Medium,Tier 3,Supermarket Type2,2472.6577,4.025,2023-12-27
FDY18,14.949,reg,0.020532,Snack Foods,OUT027,1985,Medium,Tier 3,Supermarket Type3,3158.976,3.8,2022-10-05
FDS54,20.56,reg,0.0,Dairy,OUT018,2009,Medium,Tier 3,Supermarket Type2,2616.3138,3.778,2023-05-28
FDJ54,16.83,low fat,0.009885,Breakfast,OUT035,2004,Small,Tier 2,Supermarket Type1,1551.8027,4.5,2022-03-25
FDP30,9.11,reg,0.132416,Canned,OUT046,1997,Small,Tier 1,Supermarket Type1,2491.7835,3.7,2022-04-22
DRP23,8.296,Regular,0.055763,Soft Drinks,OUT046,1997,Small,Tier 1,Supermarket Type1,2211.3827,3.6,2022-07-21
FDY27,12.851,Low Fat ,0.0,Fruits and Vegetables,OUT046,1997,Small,Tier 1,Supermarket Type1,2279.966,4.3,2022-12-29
FDU30,,low fat,0.074007,Frozen Foods,OUT045,2002,,Tier 2,Supermarket Type1,1562.5369,3.617,2022-12-14
FDQ27,,Low Fat ,0.036391,Canned,OUT049,1999,Medium,Tier 1,Supermarket Type1,3959.215,4.2,2022-04-12
FDG48,19.546,low fat,0.046205,Fruits and Vegetables,OUT046,1997,Small,Tier 1,Supermarket Type1,5122.6145,3.9,2023-04-08
NCG16,5.034,Low Fat ,0.100669,Others,OUT027,1985,Medium,Tier 3,Supermarket Type3,5417.0118,4.1,2022-11-16
NCV25,4.785,LF,0.057111,Health and Hygiene,OUT017,2007,,Tier 2,Supermarket Type1,1005.8623,3.6,2022-11-18
FDA10,13.961,Low Fat ,0.011326,Meat,OUT027,1985,Medium,Tier 3,Supermarket Type3,2590.6069,3.6,2023-06-17
FDA57,9.997,reg,0.0,Meat,OUT045,2002,,Tier 2,Supermarket Type1,3033.1451,4.2,2022-10-31
NCA51,19.257,Low Fat ,0.061907,Health and Hygiene,OUT049,1999,Medium,Tier 1,Supermarket Type1,1680.9556,4.3,2022-04-15
FDQ12,17.974,Low Fat ,0.058044,Canned,OUT017,2007,,Tier 2,Supermarket Type1,2921.0653,4.2,2023-01-20
FDX35,,low fat,0.01602,Starchy Foods,OUT017,2007,,Tier 2,Supermarket Type1,4963.2712,4.4,2023-06-08
NCE16,5.286,low fat,0.090498,Health and Hygiene,OUT018,2009,Medium,Tier 3,Supermarket Type2,7341.238,4.4,2023-09-06
FDH13,6.825,Regular,0.038313,Dairy,OUT046,1997,Small,Tier 1,Supermarket Type1,1148.6728,3.8,2023-04-07
FDQ50,6.933, Regular,0.095802,Fruits and Vegetables,OUT035,2004,Small,Tier 2,Supermarket Type1,1127.4701,3.9,2023-09-07
FDD49,7.08,Low Fat,0.022759,Baking Goods,OUT017,2007,,Tier 2,Supermarket Type1,3228.135,3.4,2022-01-24
FDW34,,low fat,0.094926,Baking Goods,OUT045,2002,,Tier 2,Supermarket Type1,1263.2111,3.5,2022-08-08
FDK38,,LF,0.094128,Breads,OUT017,2007,,Tier 2,Supermarket Type1,1635.9412,3.333,2022-03-09
FDQ59,14.942,LF,0.027616,Fruits and Vegetables,OUT035,2004,Small,Tier 2,Supermarket Type1,4251.2763,4.5,2023-11-30
FDX24,12.548,Regular,0.067514,Frozen Foods,OUT045,2002,,Tier 2,Supermarket Type1,4247.4663,4.0,2022-09-09
FDY10,17.266,Low Fat,0.082858,Fruits and Vegetables,OUT019,1985,Small,Tier 1,Grocery Store,792.1208,3.5,2022-03-03
FDB47,,low fat,0.034506,Meat,OUT035,2004,Small,Tier 2,Supermarket Type1,1874.1219,3.8,2022-04-11
DRH46,12.897,low fat,0.023187,Hard Drinks,OUT017,2007,,Tier 2,Supermarket Type1,2233.6965,3.9,2023-06-09
FDG30,,Low Fat ,0.110883,Dairy,OUT017,2007,,Tier 2,Supermarket Type1,7851.8797,4.0,2023-12-11
FDV31,,Regular,0.0,Breakfast,OUT013,1987,High,Tier 3,Supermarket Type1,5531.6288,4.1,2023-12-30
NCP36,12.717,low fat,0.066172,Household,OUT046,1997,Small,Tier 1,Supermarket Type1,1505.04,4.4,2023-04-13
FDX36,17.813,low fat,0.049096,Baking Goods,OUT013,1987,High,Tier 3,Supermarket Type1,1371.6472,4.3,2022-12-01
FDE57,9.617,Low Fat,0.164943,Starchy Foods,OUT046,1997,Small,Tier 1,Supermarket Type1,3377.0004,4.4,2022-07-08
FDM50,,Low Fat ,0.068604,Frozen Foods,OUT027,1985,Medium,Tier 3,Supermarket Type3,1888.8542,4.6,2022-06-01
FDG22,10.716,Low Fat,0.025872,Canned,OUT013,1987,High,Tier 3,Supermarket Type1,2610.3165,4.2,2022-12-09
FDU34,9.3,Low Fat,0.047482,Dairy,OUT019,1985,Small,Tier 1,Grocery Store,985.4322,4.8,2023-09-22
FDW37,6.799,Low Fat ,0.018271,Fruits and Vegetables,OUT018,2009,Medium,Tier 3,Supermarket Type2,3662.997,3.7,2022-12-14
FDG32,5.767, Regular,0.017826,Frozen Foods,OUT010,1998,,Tier 3,Grocery Store,592.5501,3.4,2023-10-16
FDJ34,18.813,Low Fat ,0.046582,Canned,OUT035,2004,Small,Tier 2,Supermarket Type1,2395.1429,3.8,2023-05-02
DRC39,8.987,low fat,0.032497,Soft Drinks,OUT027,1985,Medium,Tier 3,Supermarket Type3,3713.705,3.9,2022-06-17
FDB36,15.699,low fat,0.054276,Fruits and Vegetables,OUT049,1999,Medium,Tier 1,Supermarket Type1,1693.304,3.9,2023-06-05
FDA18,18.989,Regular,0.110282,Seafood,OUT017,2007,,Tier 2,Supermarket Type1,1497.2309,4.024,2022-09-11
NCS49,13.575,LF,0.100012,Health and Hygiene,OUT045,2002,,Tier 2,Supermarket Type1,3791.9339,3.8,2022-07-10
NCU45,11.765,Low Fat ,0.052198,Household,OUT045,2002,,Tier 2,Supermarket Type1,2927.9829,3.9,2022-08-02
FDJ50,17.491,reg,0.046879,Breakfast,OUT049,1999,Medium,Tier 1,Supermarket Type1,1205.6527,3.3,2023-04-07
NCH44,,Low Fat,0.036429,Others,OUT018,2009,Medium,Tier 3,Supermarket Type2,2070.9451,3.8,2023-10-09
FDW25,20.683,low fat,0.060565,Frozen Foods,OUT017,2007,,Tier 2,Supermarket Type1,2677.6943,3.5,2022-04-29
FDG54,19.473,Low Fat,0.121517,Baking Goods,OUT049,1999,Medium,Tier 1,Supermarket Type1,2432.2245,3.6,2023-04-03
FDD17,18.35,Regular,0.06139,Breakfast,OUT018,2009,Medium,Tier 3,Supermarket Type2,6003.6117,4.3,2023-11-07
FDP55,8.484,Regular,0.037886,Frozen Foods,OUT027,1985,Medium,Tier 3,Supermarket Type3,1730.2503,4.1,2022-09-22
FDC21,,low fat,0.033306,Frozen Foods,OUT046,1997,Small,Tier 1,Supermarket Type1,1414.6305,3.8,2023-08-27
FDB27,7.882,Regular,0.058466,Dairy,OUT027,1985,Medium,Tier 3,Supermarket Type3,2178.6999,4.1,2022-10-03
FDH38,13.559,Regular,0.020031,Snack Foods,OUT010,1998,,Tier 3,Grocery Store,1444.8353,3.9,2023-01-24
FDJ38,,reg,0.05824,Breakfast,OUT035,2004,Small,Tier 2,Supermarket Type1,1107.3405,3.9,2022-02-14
FDC16,11.398,reg,0.061018,Seafood,OUT046,1997,Small,Tier 1,Supermarket Type1,1601.9325,4.1,2022-01-11
FDN12,19.577, Regular,0.02955,Starchy Foods,OUT018,2009,Medium,Tier 3,Supermarket Type2,3307.8127,3.5,2023-04-22
NCK26,,LF,0.01972,Others,OUT049,1999,Medium,Tier 1,Supermarket Type1,2050.6225,4.2,2023-11-22
FDW53,12.437,Low Fat ,0.063691,Snack Foods,OUT010,1998,,Tier 3,Grocery Store,601.6526,3.4,2022-07-30
FDP50,9.977,reg,0.042346,Baking Goods,OUT027,1985,Medium,Tier 3,Supermarket Type3,11556.5791,3.4,2022-03-19
NCF18,8.583,LF,0.062127,Household,OUT027,1985,Medium,Tier 3,Supermarket Type3,7584.5048,4.3,2023-12-11
FDH15,12.884,Regular,0.020959,Dairy,OUT027,1985,Medium,Tier 3,Supermarket Type3,3136.2595,4.8,2023-09-29
FDE40,7.628, Regular,0.024158,Fruits and Vegetables,OUT018,2009,Medium,Tier 3,Supermarket Type2,3080.9322,3.7,2022-11-25
FDF24,12.755,Low Fat,0.134473,Breads,OUT013,1987,High,Tier 3,Supermarket Type1,2689.1938,3.8,2022-10-15
FDY39,8.822,reg,0.031753,Frozen Foods,OUT017,2007,,Tier 2,Supermarket Type1,885.889,3.9,2022-05-15
FDW50,10.758,Regular,0.047739,Fruits and Vegetables,OUT046,1997,Small,Tier 1,Supermarket Type1,2965.4823,4.3,2022-07-26
FDJ17,15.51,Low Fat,0.037241,Dairy,OUT018,2009,Medium,Tier 3,Supermarket Type2,3493.5078,4.5,2023-03-17
NCW51,16.454,LF,0.047561,Household,OUT046,1997,Small,Tier 1,Supermarket Type1,2261.6911,3.8,2022-03-21
FDK55,20.937,low fat,0.076486,Starchy Foods,OUT049,1999,Medium,Tier 1,Supermarket Type1,1638.4702,4.3,2023-05-21
DRS47,17.105,Low Fat,0.033509,Soft Drinks,OUT049,1999,Medium,Tier 1,Supermarket Type1,1056.8684,3.9,2023-11-14
FDH23,19.557,low fat,0.025119,Baking Goods,OUT013,1987,High,Tier 3,Supermarket Type1,1720.7098,3.6,2022-06-25
FDA43,18.354,Low Fat ,0.018254,Snack Foods,OUT013,1987,High,Tier 3,Supermarket Type1,791.5094,3.9,2022-07-17
NCN33,11.601,LF,0.0,Health and Hygiene,OUT018,2009,Medium,Tier 3,Supermarket Type2,3199.2873,4.2,2023-10-22
FDM32,5.073,reg,0.021098,Seafood,OUT017,2007,,Tier 2,Supermarket Type1,2352.0872,5.0,2022-07-25
NCX49,17.172,low fat,0.083345,Health and Hygiene,OUT017,2007,,Tier 2,Supermarket Type1,1967.4878,3.9,2022-12-05
FDN52,,Low Fat,0.0,Snack Foods,OUT027,1985,Medium,Tier 3,Supermarket Type3,5901.7143,3.8,2022-02-07
FDS10,16.316,Low Fat,0.066322,Fruits and Vegetables,OUT013,1987,High,Tier 3,Supermarket Type1,1775.9285,4.3,2023-08-18
FDK27,10.421,Low Fat ,0.031457,Fruits and Vegetables,OUT046,1997,Small,Tier 1,Supermarket Type1,1155.0814,4.1,2023-11-03
NCX23,,low fat,0.03589,Household,OUT046,1997,Small,Tier 1,Supermarket Type1,2942.8745,4.1,2023-01-20
FDG16,12.066,low fat,0.035468,Canned,OUT045,2002,,Tier 2,Supermarket Type1,1581.2206,4.6,2023-10-07
DRW26,10.189,LF,0.040939,Soft Drinks,OUT027,1985,Medium,Tier 3,Supermarket Type3,3342.0761,4.0,2023-09-23
FDA34,12.908,Low Fat ,0.108208,Canned,OUT049,1999,Medium,Tier 1,Supermarket Type1,2548.7208,3.7,2023-04-26
FDP20,18.251,Low Fat ,0.046669,Fruits and Vegetables,OUT035,2004,Small,Tier 2,Supermarket Type1,6896.8186,3.8,2023-06-06
FDM18,,Low Fat,0.143999,Meat,OUT046,1997,Small,Tier 1,Supermarket Type1,10932.7389,4.6,2023-08-14
FDQ16,13.135,reg,0.094366,Baking Goods,OUT013,1987,High,Tier 3,Supermarket Type1,1491.3983,3.3,2023-10-09
FDQ36,12.085,LF,0.079166,Snack Foods,OUT027,1985,Medium,Tier 3,Supermarket Type3,3320.9034,4.1,2023-03-03
FDV35,16.043,Low Fat ,0.037522,Meat,OUT010,1998,,Tier 3,Grocery Store,919.9769,4.1,2023-04-08
FDQ54,5.351,LF,0.060113,Frozen Foods,OUT019,1985,Small,Tier 1,Grocery Store,761.3429,3.996,2023-12-03
NCN21,,Low Fat,0.047462,Household,OUT045,2002,,Tier 2,Supermarket Type1,2144.3136,4.039,2023-04-30
DRV17,7.224,Low Fat ,0.020063,Soft Drinks,OUT027,1985,Medium,Tier 3,Supermarket Type3,3443.094,4.1,2023-08-02
DRV56,8.239, Regular,0.0,Hard Drinks,OUT013,1987,High,Tier 3,Supermarket Type1,7019.3441,3.5,2022-02-04
FDW38,13.506,LF,0.079836,Snack Foods,OUT018,2009,Medium,Tier 3,Supermarket Type2,2728.7244,4.3,2023-07-19
FDQ25,12.996,low fat,0.0,Baking Goods,OUT045,2002,,Tier 2,Supermarket Type1,1248.0609,3.8,2023-02-24
FDY28,, Regular,0.05021,Meat,OUT018,2009,Medium,Tier 3,Supermarket Type2,9518.9938,4.1,2023-09-16
NCB53,,low fat,0.013752,Household,OUT045,2002,,Tier 2,Supermarket Type1,2647.8288,4.1,2022-01-29
FDP43,7.46,LF,0.03911,Dairy,OUT013,1987,High,Tier 3,Supermarket Type1,8138.4003,4.7,2023-09-13
FDN20,10.021,Regular,0.030435,Baking Goods,OUT046,1997,Small,Tier 1,Supermarket Type1,1629.5484,3.7,2023-10-27
FDD44,8.69,Regular,0.018413,Meat,OUT045,2002,,Tier 2,Supermarket Type1,4751.865,4.226,2023-04-13
FDN37,13.869,low fat,0.0,Baking Goods,OUT018,2009,Medium,Tier 3,Supermarket Type2,2988.13,4.0,2023-10-15
NCV30,6.545,low fat,0.085562,Household,OUT027,1985,Medium,Tier 3,Supermarket Type3,4052.8912,4.1,2022-06-09
FDD59,8.724,Regular,0.029703,Dairy,OUT010,1998,,Tier 3,Grocery Store,852.3079,4.2,2022-09-01
FDH46,8.263, Regular,0.031928,Baking Goods,OUT035,2004,Small,Tier 2,Supermarket Type1,2861.7531,4.3,2022-12-29
FDP23,11.716, Regular,0.098231,Snack Foods,OUT027,1985,Medium,Tier 3,Supermarket Type3,3533.8002,3.6,2022-11-25
DRU26,16.625,Regular,0.103882,Soft Drinks,OUT035,2004,Small,Tier 2,Supermarket Type1,4398.3185,3.978,2023-05-05
FDD25,10.464,low fat,0.066484,Fruits and Vegetables,OUT045,2002,,Tier 2,Supermarket Type1,2513.8865,4.799,2022-09-03
FDD37,13.509,reg,0.104714,Fruits and Vegetables,OUT035,2004,Small,Tier 2,Supermarket Type1,2073.7719,4.1,2022-03-17
FDY30,13.822, Regular,0.029873,Canned,OUT046,1997,Small,Tier 1,Supermarket Type1,4698.733,4.0,2023-09-21
FDP22,17.485,LF,0.12501,Snack Foods,OUT018,2009,Medium,Tier 3,Supermarket Type2,5965.1386,3.5,2023-05-03
NCD16,14.188,low fat,0.01482,Household,OUT019,1985,Small,Tier 1,Grocery Store,187.6891,4.2,2022-05-13
FDX10,,Regular,0.0,Meat,OUT049,1999,Medium,Tier 1,Supermarket Type1,3528.7682,4.0,2023-07-19
NCB47,,Low Fat ,0.090463,Household,OUT049,1999,Medium,Tier 1,Supermarket Type1,2472.9111,2.8,2023-03-07
DRJ50,8.663,LF,0.035515,Hard Drinks,OUT013,1987,High,Tier 3,Supermarket Type1,1701.1912,4.5,2023-01-03
FDR22,13.403,Low Fat ,0.038356,Canned,OUT018,2009,Medium,Tier 3,Supermarket Type2,2278.0971,4.5,2023-10-15
FDE13,18.625,reg,0.082758,Canned,OUT018,2009,Medium,Tier 3,Supermarket Type2,2732.2366,3.8,2022-03-18
FDW30,5.672,reg,0.02088,Baking Goods,OUT017,2007,,Tier 2,Supermarket Type1,1211.5084,4.127,2022-06-08
FDV39,11.544,Low Fat,0.011068,Dairy,OUT049,1999,Medium,Tier 1,Supermarket Type1,624.7178,4.2,2022-12-02
FDQ15,20.834,low fat,0.06439,Snack Foods,OUT046,1997,Small,Tier 1,Supermarket Type1,906.0575,4.4,2022-02-05
DRW14,17.668,Regular,0.126715,Soft Drinks,OUT027,1985,Medium,Tier 3,Supermarket Type3,1431.5244,4.1,2022-08-17
NCE29,,low fat,0.058261,Household,OUT018,2009,Medium,Tier 3,Supermarket Type2,2277.7971,4.0,2023-08-06
FDX44,20.503, Regular,0.076057,Baking Goods,OUT010,1998,,Tier 3,Grocery Store,2233.2337,3.9,2023-09-10
DRN52,12.709,Regular,0.105881,Soft Drinks,OUT045,2002,,Tier 2,Supermarket Type1,6675.2368,3.719,2023-10-06
FDX50,13.256,LF,0.0215,Fruits and Vegetables,OUT049,1999,Medium,Tier 1,Supermarket Type1,1765.9736,4.5,2022-09-19
FDB45,5.506,low fat,0.026768,Fruits and Vegetables,OUT045,2002,,Tier 2,Supermarket Type1,1878.5236,4.176,2022-05-26
FDF39,10.917,Low Fat ,0.117474,Canned,OUT019,1985,Small,Tier 1,Grocery Store,3957.397,4.3,2023-11-15
NCY52,19.786,Low Fat,0.031764,Health and Hygiene,OUT027,1985,Medium,Tier 3,Supermarket Type3,2993.228,4.3,2023-05-18
FDJ51,10.605, Regular,0.031492,Meat,OUT046,1997,Small,Tier 1,Supermarket Type1,453.9815,4.104,2022-07-01
FDH38,13.559,Regular,0.018102,Snack Foods,OUT019,1985,Small,Tier 1,Grocery Store,1653.0483,3.6,2023-08-08
